time_s,V_TX_uM_s,V_nt_deg_uM_s,V_RS_uM_s,V_TL_uM_s,V_TL_deg_uM_s,V_EN_uM_s,D_nt_uM,D_TLcat_uM
9240,0.0400937911924067,0.0208383282872874,0.00545699235552104,0.00544246286196168,7.33735880041115e-05,0.0163545290976033,107.986602952029,1.80551834406392
9250,0.0400936376077411,0.0208535725155705,0.00544870192563466,0.00543418837947985,7.32372399735351e-05,0.016329675873652,108.195062466209,1.80625139799175
9260,0.0400934840029123,0.0208688045536059,0.00544042053378856,0.00542592294662292,7.31011453145892e-05,0.0163048497769034,108.403674361712,1.80698308970651
9270,0.0400933303779164,0.0208840244110282,0.00543214818679386,0.00541766657000918,7.29653035564393e-05,0.0162800508275732,108.612438516684,1.80771342173958
9280,0.0400931767327495,0.0208992320974648,0.00542388489135405,0.0054094192561498,7.28297142291254e-05,0.0162552790455549,108.821354809368,1.80844239661761
9290,0.0400930230674076,0.0209144276225353,0.0054156306540657,0.00540118101144942,7.26943768635603e-05,0.0162305344504227,109.030423118101,1.80917001686258
9300,0.0400928693818869,0.0209296109958518,0.00540738548141915,0.00539295184220677,7.2559290991528e-05,0.0162058170614329,109.239643321318,1.80989628499179
9310,0.0400927156761834,0.0209447822270186,0.00539914937979924,0.0053847317546153,7.24244561456818e-05,0.0161811268975265,109.449015297549,1.81062120351784
9320,0.0400925619502931,0.0209599413256326,0.00539092235548599,0.00537652075476376,7.22898718595428e-05,0.016156463977331,109.658538925421,1.8113447749487
9330,0.0400924082042122,0.0209750883012829,0.00538270441465529,0.0053683188486368,7.2155537667498e-05,0.0161318283191627,109.868214083656,1.81206700178765
9340,0.0400922544379366,0.0209902231635512,0.00537449556337966,0.00536012604211561,7.20214531047991e-05,0.0161072199410285,110.078040651071,1.81278788653334
9350,0.0400921006514626,0.0210053459220115,0.00536629580762888,0.00535194234097849,7.188761770756e-05,0.0160826388606283,110.288018506582,1.81350743167979
9360,0.0400919468447861,0.02102045658623,0.00535810515314923,0.00534376775090838,7.17540310128482e-05,0.0160580850950223,110.4981475292,1.81422563971587
9370,0.0400917930179032,0.0210355551657657,0.0053499236057094,0.00533560227747945,7.16206925584962e-05,0.0160335586613083,110.708427598029,1.81494251312637
9380,0.0400916391708099,0.0210506416701699,0.00534175117101585,0.00532744592616259,7.14876018831655e-05,0.016009059576389,110.91885859227,1.81565805439159
9390,0.0400914853035024,0.0210657161089863,0.00533358785462139,0.00531929870233121,7.1354758526414e-05,0.0159845878567202,111.129440391219,1.81637226598702
9400,0.0400913314159767,0.0210807784917511,0.00532543366197843,0.00531116061125884,7.12221620286549e-05,0.0159601435184578,111.340172874268,1.81708515038358
9410,0.0400911775082288,0.0210958288279928,0.00531728859843968,0.00530303165811973,7.10898119311547e-05,0.0159357265774597,111.551055920904,1.81779671004756
9420,0.0400910235802549,0.0211108671272326,0.00530915266925878,0.00529491184798937,7.0957707776032e-05,0.0159113370492875,111.762089410709,1.81850694744069
9430,0.040090869632051,0.021125893398984,0.00530102587959093,0.00528680118584514,7.08258491062554e-05,0.015886974949209,111.973273223361,1.81921586502014
9440,0.0400907156636132,0.0211409076527529,0.00529290823449364,0.0052786996765668,7.0694235465642e-05,0.0158626402921997,112.184607238633,1.81992346523849
9450,0.0400905616749374,0.0211559098980378,0.00528479973892727,0.00527060732493711,7.05628663988559e-05,0.0158383330929452,112.396091336391,1.82062975054379
9460,0.0400904076660199,0.0211709001443297,0.00527670039775579,0.0052625241356424,7.04317414514064e-05,0.0158140533658426,112.607725396599,1.82133472337954
9470,0.0400902536368566,0.0211858784011119,0.0052686102157311,0.0052544501132742,7.03008601696612e-05,0.0157898011249563,112.819509299315,1.82203838618462
9480,0.0400900995874436,0.0212008446778602,0.00526052919739217,0.0052463852623368,7.01702221009371e-05,0.0157655763837296,113.031442924691,1.82274074139281
